,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
111,2023-11-12 13:50:00,,1134.0,,47.066,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
112,2023-11-12 14:00:00,,19.0,48.52208791208791,46.95,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
113,2023-11-12 14:10:00,,1135.0,,47.1,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
114,2023-11-12 14:10:00,,1136.0,,46.683,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
115,2023-11-12 14:20:00,,1137.0,,46.5,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
116,2023-11-12 14:20:00,,1138.0,,46.495,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
117,2023-11-12 14:30:00,,1139.0,,45.7,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
118,2023-11-12 14:30:00,,1140.0,,46.302,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
119,2023-11-12 14:40:00,,1141.0,,46.4,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
120,2023-11-12 14:40:00,,1142.0,,46.004,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
121,2023-11-12 14:50:00,,1144.0,,45.742,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
122,2023-11-12 14:50:00,,1143.0,,45.8,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
123,2023-11-12 15:00:00,,20.0,242.95388278388276,45.4,,,53.6395,44.738,50.68166,178.33126762126764,7.32,7.2,22.6,,,,,41.2,29.3,26.0,,,15.0
124,2023-11-12 15:00:00,,21.0,242.95388278388276,45.588,,,53.6395,44.738,50.68166,178.33126762126764,7.32,7.2,22.6,,,,,41.2,29.3,26.0,,,15.0
125,2023-11-12 15:10:00,,1145.0,,45.5,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
126,2023-11-12 15:10:00,,1146.0,,45.527,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
127,2023-11-12 15:20:00,,1147.0,,45.7,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
128,2023-11-12 15:20:00,,1148.0,,45.281,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
129,2023-11-12 15:30:00,,1149.0,,45.4,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
130,2023-11-12 15:30:00,,1150.0,,45.101,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
